State,Date,Address,Description,Type,Latitude,Longitude,Number
KY,6/22/13," Blue Ridge Cable, Mouthcard, KY 41548",Worker performing landscaping along highway was struck and killed by a motor vehicle.,Fatality,37.3753556,-82.269193,1
CA,8/1/12,"Valley Healthcare Center LLC, Fresno, CA 93727",Healthcare worker died after contracting tuberculosis.,Fatality,36.7486376,-119.7078532,1
AR,9/27/13,"Affordable Homes Super Center Inc, Lafe, AR 72436",Worker struck and killed by an outrigger while lowering a manufactured home onto blocks.,Fatality,36.2042316,-90.5139956,1
FL,9/27/13,"Bill Moen, Sole Proprietor, Tampa, FL 33664",Worker trimming a tree on a step ladder died after being struck by a tree limb and falling to the ground.,Fatality,27.97,-82.52,1
IN,9/27/13,"B-Mack Wireless Inc., Indianapolis, IN 46219",Worker was crushed by a boom on crane being used to lift generator. ,Fatality,39.7803581,-86.0427626,1
ID,9/27/13,"Bureau of Land Management, National Interagency Fire Center, Great Basin Smoke Jumpers, Glenns Ferry, ID 83623",Smokejumper died when his parachute canopy failed to deploy.,Fatality,42.9548989,-115.3009037,1
LA,9/27/13,"Home Furniture Company, Lafayette, LA 70507",Worker died when the dock underneath the tow tractor he was operating suddenly collapsed.,Fatality,30.270113,-92.037116,1
OH,9/27/13,"Klosterman Baking Company, College Corner, OH 45003",Worker died after being pinned between a truck and a dumpster when the truck rolled.,Fatality,39.5675514,-84.8144004,1
GA,9/27/13,"Loram Maintenance of Way Inc., College Park, GA 30337",Worker crushed and killed by a light rail grinder train car.,Fatality,33.6534427,-84.4493725,1
TX,9/27/13,"Robert Morey, Austin, TX 78732",Worker died after falling from the 2nd story framing level.,Fatality,30.3788578,-97.8923749,1
IA,9/26/13,"Iowa Erosion Control Inc., Liberty Center, IA 50166",Worker performing construction road flagger duties was struck and killed by a truck.  ,Fatality,41.289829,-93.4397386,1
MO,9/26/13,"Robertson Contractors Inc, Poplar Bluff, MO 63901",Equipment operator drowned when an excavator tipped and the cab became submerged in water.,Fatality,36.7569994,-90.392888,1
CA,9/26/13,"Tehama County at Long Ranch, Tehama, CA 96090",Worker died when caught between the hitch and trailer of a dump truck. ,Fatality,40.0233664,-122.1220856,1
IL,9/26/13,"Terry Rimiller, Chicago, IL 60621",Worker died after falling from roof. ,Fatality,41.775305,-87.6416419,1
PA,9/25/13,"111 East Reistville RoadLantz Family Farm, Myerstown, PA 17067",Worker loading a mechanical harvester died when his leg got caught on a corn bale and pulled into the machine.,Fatality,40.3745363,-76.3027318,1
VT,9/25/13,"Case Street Redi-Mix Inc., Hancock, VT 05748",Cement truck worker killed in vehicle crash.,Fatality,43.9261192,-72.8412292,1
CO,9/25/13,"M Daniel's Trucking LLC, Golden, CO 80402",Worker struck and killed by a dump truck. ,Fatality,39.7408671,-105.2018568,1
KY,9/25/13,"Metal Systems F&E LLC, Wilder, KY 41071",Worker died after falling 25 feet while installing steel and insulation on deck.,Fatality,39.0472222,-84.4775,1
IN,9/25/13,"Ricker Oil Company Inc. (DBA Ricker Gas Station), Indianapolis, IN 46254",Worker shot during a store robbery. ,Fatality,39.8494377,-86.2666463,1
OK,9/25/13,"Terrys Construction Blackwell OK 74631""", Worker died after falling 33 feet from aerial lift. ,Fatality,36.8044767,-97.2828207,1
CA,9/25/13,"Weiser Security Services Inc., Rancho Cucamonga, CA 91730",Worker was run over by truck. ,Fatality,34.0965313,-117.5848025,1
TX,9/24/13,"Berry Brothers General Contractors, Falls City, TX 78113",Five workers were hospitalized after being scalded by heated water released from a failed pressure valve on the machine they were cleaning.,Catastrophe,28.9827507,-98.0175047,1
CA,9/24/13,"First Electrical Service, Honda Center, Anaheim, CA 92806",Worker electrocuted.,Fatality,36.7606931,-121.7657346,1
CO,9/24/13,"Forney Industries Inc., Fort Collins, CO 80521",Worker struck and killed by a passing automobile.,Fatality,40.5889664,-105.1375908,1
DE,9/23/13,"Austin & Bednash Construction Inc., Middletown, DE 19709",Worker died when the walls of the trench he was working in collapsed.,Fatality,39.449556,-75.7163207,1
MO,9/23/13,"D & K ROOFING LLC, Waynesville, MO 65583",Roofer died after falling 16 feet when part of the roof broke away. ,Fatality,37.8286516,-92.2007227,1
TX,9/23/13,"G.W. Drywall, San Antonio, TX 78231",Worker died after falling 19 feet from platform.,Fatality,29.580333,-98.5418899,1
CA,9/23/13,"LP Trucking LLC, Los Angeles, CA 90069",Worker was struck and killed by window that tipped off back of truck.,Fatality,34.0931603,-118.3783347,1
TX,9/23/13,"Megadyne Services Co., Barstow, TX 79719",Worker on an oil well was struck and killed when part of the drill's overhead piston pump fell on him.,Fatality,31.4612451,-103.3937815,1
AL,9/23/13,"Southern Gas and Supply, Theodore, AL 36582",Worker struck and killed by a high-pressure release from a liquid carbon dioxide tank. ,Fatality,30.5476941,-88.1752796,1
MN,9/22/13,"Brighton Window Cleaning, St. Cloud, MN 56301",Worker died after falling six stories while washing windows.,Fatality,45.5579451,-94.1632404,1
LA,9/22/13,"Energy Drilling Company, Oberlin, LA 70655",Worker struck and killed by a joint casing that fell from a truck.,Fatality,30.6201984,-92.7626462,1
CA,9/21/13,"City of Laguna Beach, Laguna Beach, CA 92607",Worker in vehicle was struck by truck on public highway.,Fatality,33.5343738,-117.7769821,1
LA,9/21/13,"Filiberto Serna, New Orleans, LA 70143",Worker was crushed while disassembling a modular trailer unit.,Fatality,29.83,-90.02,1
CA,9/20/13,"Campanella Corporation, Vallejo, CA 94592",Worker struck and killed by a construction tractor scraper.,Fatality,38.088795,-122.2710602,1
IN,9/20/13,"IMPD, Indianapolis, IN 46204",Officer shot and killed while attempting to rescue a victim of domestic violence.,Fatality,39.7713425,-86.1573709,1
CA,9/20/13,"KDW Construction LLC, Mare Island, CA 94592",Worker was struck and killed by a construction tractor scraper while surveying a worksite. ,Fatality,38.0954755,-122.2724704,1
WI,9/20/13,"Overgard Inc., Eleva, WI 54738",Worker killed in a vehicle collision after the trailer of the vehicle  became unhitched.,Fatality,44.5757974,-91.4701575,1
GA,9/20/13,"Smiley Plaster Co., Swainsboro, GA 30401",Worker performing stucco work from a second level scaffold died after falling 16 feet.,Fatality,32.5973856,-82.3337376,1
CA,9/19/13,"Gold Nê Stuff, Ventura, CA 93003",Worker died after falling 45-feet from a tree during trimming operations.,Fatality,--,--,1
IN,9/19/13,"Lamar Advertising, Gary, IN 46408",One worker electrocuted and two others hospitalized while working on an outdoor billboard.,Fatality,41.5412825,-87.3711477,1
AL,9/19/13,"R & J Construction Inc., Fort Payne, AL 35967",Worker installing metal roof clips died after falling 28 feet.,Fatality,34.4442547,-85.7196893,1
KY,9/19/13,"Yager Materials LLC, Owensboro, KY 42302",Worker replacing dump truck axle was crushed when the floor jack failed.,Fatality,37.77,-87.11,1
IL,9/18/13,"Kenny Construction Company, Chicago, IL 60618",Worker drowned while relining the inside of a sewer during a heavy rain.,Fatality,41.9464283,-87.7074089,1
CO,9/17/13,"Avis Car Rental, Grand Junction, CO 81506",Worker driving a rental car shuttle was killed in a vehicle collision.,Fatality,39.159591,-108.5581899,1
OH,9/17/13,"Joel Cornelius Enterprises Inc., Harrison, OH 45030",Worker died from fall while conducting repairs to a gutter on a residential house.  ,Fatality,39.249868,-84.793025,1
TN,9/17/13,"Vanderbilt Landscaping LLC, Brownsville, TN 38012",Worker struck and killed by a vehicle while picking up roadside debris.,Fatality,35.5939671,-89.262291,1
MD,9/16/13,"Castlewood Consulting LLC, Glen Echo, MD 21812",Worker operating back hoe died after being caught-between the machine and house under construction.,Fatality,39.5858333,-104.9044444,1
TX,9/16/13,"Distribution Export Logistics Inc., Houston, TX 77043",Worker performing maintenance on an electrical forklift was crushed and killed by the machine's overhead guard and mast. ,Fatality,29.8054835,-95.5564777,1
FL,9/16/13,"Johnny's Electric, Inc., Fernandina Beach, FL 32034",Electrician working from an aerial lift was electrocuted by an overhead power line.,Fatality,30.6696818,-81.4625919,1
FL,9/16/13,"SRic-Man Construction Florida, Inc., Miami, FL 33173",Worker struck and killed by a valve assembly.,Fatality,25.7038331,-80.360297,1
AR,9/15/13,"Rogers Helicopters Inc., Perryville, AR 72126",Worker electrocuted while servicing transmission lines from a helicopter.,Fatality,35.0048102,-92.8026673,1
MO,9/14/13,"Caliber Cast Stone, O' FALLON  MO 63366",Worker died after being struck by the cement mixer he was repairing.,Fatality,38.8106075,-90.6998477,1
IL,9/14/13,"Ravenswood Disposal Service Inc., Chicago, IL 60612",Worker was crushed between a box truck and a front end loader.,Fatality,41.8816606,-87.6926257,1
FL,9/13/13,"Beyel Bros. Inc., Merritt Island, FL 32952",A deck hand drowned after falling into the water while assisting in securing a tug boat to a barge.,Fatality,28.2949008,-80.6659842,1
TX,9/13/13,"Formosa Plastics Corporation Texas, Point Comfort, TX 77978",Five workers were hospitalized for injuries sustained in a flash fire caused by the release of a chemical under pressure.,Catastrophe,28.6797169,-96.5602537,1
FL,9/13/13,"Nuco 2 Inc., Miami, FL 33126",Worker died after being struck by an SUV.,Fatality,25.778647,-80.2962385,1
FL,9/12/13,"Cronin Construction, Oviedo, FL 32765",Worker died after being struck by a vehicle while working on a roadway project.,Fatality,28.669997,-81.2081203,1
IL,9/12/13,"GA Paving LLC, Chicago, IL 60621",Worker died after being pulled into the grinding section of an asphalt paving machine.,Fatality,41.775305,-87.6416419,1
CA,9/12/13,"Pattyês Forestry Services Inc., Mammoth Lakes, CA 93546",Worker died after being struck by a falling branch while trimming a tree.,Fatality,--,--,1
NY,9/11/13,"7Joy Process Mechanical Inc., Canastota, NY 13032",Worker welding inside a tank connected to a sewage treatment facility died in an explosion..,Fatality,43.0795121,-75.7507413,1
OH,9/11/13,"Bethel Frame & Wheel Alignment Service LLC, Bethel, OH 45106",Worker performing brake repairs died after falling from a step ladder.,Fatality,38.9636771,-84.0807664,1
HI,9/11/13,"Color Dynamics Inc., Honolulu, HI 96822",Worker died after falling 50 feet from a suspension scaffold.,Fatality,21.3175493,-157.8152491,1
NJ,9/11/13,"Hartin Paint & Filler Corp., Carlstadt, NJ 07072",Worker died after being overcome by toluene vapor while taking solvent level measurements from an outdoor storage tank. ,Fatality,40.8403778,-74.0906974,1
TX,9/11/13,"Lyford Gin Association, San Benito, TX 78586",Worker performing trash removal died after falling from tractor and being run over.,Fatality,26.132576,-97.6311006,1
PA,9/11/13,"S K Lumber, Cochranton, PA 16314",Forklift operator was killed when the lift went off a dock and rolled onto him.,Fatality,41.5200534,-80.0483929,1
GA,9/11/13,"TJ Lyle & Company, Rome, GA 30161","Worker cutting a water pipe with a chain saw died after the saw kicked back and cut his neck, severing arteries. ",Fatality,34.257038,-85.1646726,1
MO,9/11/13,"US Foods, Selem, MO 65560",Worker died after falling from the bumper of a cooler truck.  ,Fatality,37.5877447,-91.4048249,1
OR,9/11/13,"Westcoast Tree Care Inc., Lake Oswego, OR 97035",Worker died from overexposure to heat while trimming trees.,Fatality,45.413914,-122.7201232,1
IL,9/10/13,"Heber Farms, Belleville, IL 62220",Worker died after falling off of a six foot ladder. ,Fatality,38.4744782,-89.9906734,1
SD,9/10/13,"Sierra Steel Buildings Inc., Northville, SD 57465",Worker installing insulation and panels on the roof of a steel building died after falling approximately 20 feet. ,Fatality,45.1555313,-98.5792629,1
WV,9/10/13,"Terminix Pest Control, Wheeling, WV 26003",Worker died after being stung several times during a service call. ,Fatality,40.0639616,-80.7209149,1
PA,9/9/13,"Bdaric Excavating, Swoyerville, PA 18704",Worker died after the steeple of a church that was being demolished fell on the cab of the tractor he was operating.,Fatality,41.2726012,-75.9056753,1
CT,9/9/13,"GFW Welding & Co., Derby, CT 06418",Worker crushed by a snow plow blade that slid off forklift blades.,Fatality,41.3206523,-73.0889973,1
OK,9/9/13,"Godwin Formwork Solutions, Norman, OK 73019",Worker died from a 67-foot fall when the scaffold he stepped onto collapsed. ,Fatality,35.1879507,-97.4421919,1
TX,9/9/13,"Madden Galvanizing LLC, Houston, TX 77040",Worker was crushed by the forklift he was operating when it fell over on him. ,Fatality,29.8760239,-95.5249863,1
NE,9/9/13,"Werner Construction Inc., Albion, NE 68620",Worker died after being struck by a motor bucket.,Fatality,41.6918434,-98.0012091,1
NJ,9/8/13,"Universal Constructors Inc., Piscataway, NJ 08854",Worker died after being run over and crushed by bulldozer.,Fatality,40.5397222,-74.4663889,1
KY,9/8/13,"Watts Brothers Cable Construction, Calhoun, KY 42327",Worker was struck and killed by tree that was being removed from a telephone line. ,Fatality,37.5389351,-87.2583316,1
PA,9/7/13,"Jenny's Kauli, Bethlehem, PA 18015",Three workers were hospitalized after the butane canisters over-heated and exploded. ,Catastrophe,40.6259316,-75.3704579,1
AL,9/7/13,"Premier Bulk Stevedoring LLC, Mobile, AL 36602",Shipboard rigger died after being struck by falling cargo while it was being transferred from the pier.,Fatality,30.7058829,-88.038754,1
CA,9/7/13,"Sunwest Fruit Company Inc.,Traver, CA 93673",Worker killed in collision between all-terrain vehicle he was operating and another vehicle.,Fatality,36.4536184,-119.4857538,1
CA,9/6/13,"Celco Construction Company, Desert Hot Springs, CA 92240",Worker electrocuted while changing power pack. ,Fatality,33.961124,-116.5016784,1
MI,9/6/13,"Powder Coat II, Mt Clemens, MI 48043",Worker crushed between transfer cart and automotive paint coating machine.,Fatality,42.5972563,-82.8779754,1
PR,9/6/13,"Scrap Metal Recycling Inc., Vegas Baja, PR 00693",Worker operating a compact excavator was caught between bucket and machine frame.,Fatality,--,--,1
OR,9/6/13,"Stalcup Roofing & Construction LLC, Sandy Creek, OR 97055",One worker killed and three others hospitalized when roof trusses that were being installed fell over and collapsed into structure under construction.  ,Fatality,45.3657152,-122.0482067,1
TX,9/6/13,"Williams Brothers Construction Co. Inc., Willis, TX 77378",Worker performing paving/concrete work died after being struck by a driveshaft.,Fatality,30.4249276,-95.4799418,1
TX,9/5/13,"Coastal Leak Consulting Inc., Houston, TX 77066",Plumber was electrocuted while cutting through a pipe.,Fatality,29.9631614,-95.509247,1
MI,9/5/13,"Dan Hoe Excavating, Grand Haven, MI 49242",Worker leveling stone in preparation for paving was struck and killed by a skid steer operating in reverse.,Fatality,41.8933451,-84.6269824,1
OK,9/4/13,"Cromwell Dozer & Backhoe L.P., Bristow, OK 74010",Worker died in an explosion at an oil tank battery.,Fatality,35.8306334,-96.391118,1
PA,9/4/13,"Greentech Energy Services, Skippack, PA 19474",Electrical journeyman electrocuted while installing lighting equipment.  ,Fatality,40.2268917,-75.4040854,1
OR,9/4/13,"Roy Webster Orchards Inc., Hood River, OR 97031",Worker crushed and killed when the tractor he was operating rolled down a steep ravine.  ,Fatality,45.7053966,-121.5214623,1
TX,9/4/13,"Union Pacific Railroad, Mathis, TX 78368",Worker in an aerial lift repairing a railroad trestle died after falling 40-60 feet.,Fatality,28.0944558,-97.8280543,1
NC,9/3/13,"Baker Grading & Landscaping Inc., Marion, NC 28752",Worker sweeping debris from roadway died when a dump truck backed over him.,Fatality,35.6840131,-82.0092745,1
CA,9/3/13,"Juon Painting (Subcontractor); Calwide Painting (General Contractor), Thousand Oaks, CA 91362",Worker painting died after falling 15 feet from ladder. ,Fatality,34.1971476,-118.824722,1
IN,9/3/13,"Orange County Amish Saw Mill, Orleans, IN 47452",Worker killed by moving saw blade.,Fatality,38.6617205,-86.4516557,1
AR,9/3/13,"Ponder Well Service Inc., Neil, AR 71752",Worker at a well site collapsed and died from heat.,Fatality,33.4197111,-93.1980527,1
CA,9/2/13,"Blanchi Partnership, Nelson, CA 95958",Worker died in all terrain vehicle crash.,Fatality,39.5515199,-121.76477,1
MS,9/2/13,"Mid-South Agricultural Equipment Inc., Sumner, MS 38957",Worker performing tractor maintnenace was killed when the vehicle slipped into gear and rolled over him.,Fatality,33.9709464,-90.3687028,1
